,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
812,461701,Male,Yes,36,No,Artist,0,Average,2,Cat_5
813,461705,Female,No,32,No,Healthcare,0,Low,4,Cat_6
814,461708,Male,Yes,82,No,Lawyer,0,High,2,Cat_6
815,461709,Male,No,28,Yes,Artist,1,Low,3,Cat_4
816,461711,Female,No,42,Yes,Artist,8,Low,3,Cat_2
817,461716,Female,Yes,60,Yes,Lawyer,6,High,9,Cat_6
818,461720,Female,No,46,Yes,Artist,1,Low,1,Cat_4
819,461722,Male,No,31,No,Doctor,0,Low,3,Cat_6
820,461724,Female,Yes,50,Yes,Artist,1,Low,1,Cat_7
821,461725,Female,No,30,Yes,Engineer,3,Low,1,Cat_4
822,461727,Female,No,49,Yes,Artist,1,Low,3,Cat_6
823,461737,Female,Yes,51,Yes,Doctor,0,Average,6,Cat_4
824,461738,Female,Yes,46,Yes,No_Information,2,Average,3,Cat_6
825,461744,Male,Yes,53,Yes,Artist,0,Average,4,Cat_6
826,461747,Male,Yes,65,Yes,Artist,0,High,2,Cat_6
827,461749,Female,No,22,No,Healthcare,0,Low,5,Cat_6
828,461752,Male,Yes,65,Yes,Doctor,1,Average,3,Cat_6
829,461756,Female,Yes,39,Yes,Engineer,0,Average,2,Cat_4
830,461760,Male,Yes,84,Yes,Artist,0,High,2,Cat_6
831,461769,Male,No,37,Yes,Artist,0,Low,1,Cat_6
832,461771,Male,Yes,28,Yes,Doctor,8,Average,2,Cat_6
833,461775,Female,Yes,82,No,Lawyer,0,High,2,Cat_6
834,461778,Female,Yes,87,Yes,Lawyer,0,High,2,Cat_6
835,461780,Female,No,69,Yes,Lawyer,1,Low,5,Cat_6
836,461782,Female,Yes,51,Yes,Artist,2,High,5,Cat_6
837,461784,Female,Yes,74,Yes,Lawyer,1,Low,1,Cat_6
838,461788,Female,Yes,79,Yes,Lawyer,1,High,2,Cat_6
839,461791,Female,No,21,No,Lawyer,9,Low,1,Cat_6
840,461792,Female,No,20,No,Healthcare,5,Low,5,Cat_2
841,461800,Female,No,43,Yes,Doctor,3,Low,1,Cat_2
842,461801,Female,No,25,No,Healthcare,1,Low,3,Cat_6
843,461802,Male,No,43,Yes,Artist,0,Low,4,Cat_6
844,461804,Female,No,42,Yes,Artist,1,Low,1,Cat_6
845,461807,Male,No,25,Yes,Doctor,10,Low,4,Cat_6
846,461815,Male,Yes,59,Yes,Artist,0,Low,1,Cat_3
847,461816,Female,No,49,Yes,Marketing,0,Low,5,Cat_6
848,461821,Female,No,32,No,Doctor,1,Low,4,Cat_6
849,461822,Male,Yes,36,Yes,Artist,8,High,2,Cat_6
850,461824,Male,Yes,45,Yes,Marketing,9,Low,3,Cat_6
851,461832,Male,No,29,Yes,Healthcare,2,Low,3,Cat_6
852,461837,Male,Yes,37,Yes,Artist,0,Low,2,Cat_6
853,461845,Female,Yes,48,Yes,Doctor,1,Average,4,Cat_6
854,461846,Female,No,65,Yes,Artist,0,Low,2,Cat_2
855,461848,Male,No,39,No,Marketing,1,Low,2,Cat_6
856,461858,Male,No,25,No,Entertainment,1,Low,7,Cat_4
857,461859,Female,Yes,49,No,Artist,5,Low,5,Cat_6
858,461860,Female,Yes,77,Yes,Lawyer,1,High,2,Cat_6
859,461862,Female,No,38,Yes,Artist,9,Low,1,Cat_6
860,461864,Male,No,19,Yes,Marketing,0,Low,6,Cat_4
861,461872,Female,Yes,76,Yes,Lawyer,1,High,2,Cat_6
862,461873,Male,No,28,Yes,Doctor,0,Low,4,Cat_6
863,461874,Male,Yes,51,Yes,Doctor,1,Average,3,Cat_3
864,461882,Female,No,28,Yes,Doctor,0,Low,5,Cat_7
865,461892,Female,No,42,Yes,Healthcare,0,Low,1,Cat_2
866,461896,Male,Yes,45,Yes,Artist,1,Low,1,Cat_6
867,461898,Male,Yes,63,Yes,Executive,6,High,3,Cat_6
868,461899,Female,No,18,No,Doctor,0,Low,6,Cat_6
869,461901,Male,No,26,Yes,Artist,7,Low,4,Cat_6
870,461910,Male,Yes,31,Yes,Artist,2,Average,2,Cat_2
871,461913,Male,No,43,Yes,Entertainment,5,Low,4,Cat_2
872,461914,Female,Yes,60,Yes,Artist,7,Low,2,Cat_6
873,461921,Female,No,36,Yes,Artist,0,Low,1,Cat_6
874,461927,Male,No,32,No,Healthcare,1,Low,4,Cat_2
875,461928,Male,Yes,68,Yes,Lawyer,2,Low,1,
876,461929,Male,Yes,60,Yes,Entertainment,1,Low,1,Cat_6
877,461930,Female,No,42,Yes,Artist,0,Low,1,Cat_4
878,461931,Female,No,18,No,Healthcare,6,Low,5,
879,461936,Male,Yes,69,No,Lawyer,0,High,2,Cat_6
880,461937,Female,No,42,Yes,Doctor,0,Low,2,Cat_6
881,461941,Female,Yes,70,Yes,Artist,1,Low,1,Cat_6
882,461943,Male,No,25,Yes,Healthcare,1,Low,3,Cat_6
883,461962,Male,Yes,56,Yes,Entertainment,1,Average,3,Cat_6
884,461963,Female,No,40,Yes,Artist,9,Low,1,Cat_6
885,461965,Male,No,23,No,Healthcare,1,Low,6,Cat_6
886,461967,Female,No,20,No,Marketing,3,Low,4,Cat_7
887,461968,Female,No,39,Yes,Entertainment,2,Low,1,Cat_6
888,461978,Female,No,19,No,Healthcare,0,Low,4,Cat_6
889,461985,Male,No,28,Yes,Entertainment,2,Low,2,Cat_5
890,461988,Male,Yes,40,No,Engineer,1,Average,2,Cat_6
891,461989,Female,Maybe,60,Yes,Engineer,1,Average,4,Cat_2
892,461993,Male,No,33,No,Healthcare,3,Low,4,Cat_6
893,461994,Male,Yes,20,No,Doctor,14,Low,2,Cat_6
894,461996,Female,No,35,No,Artist,7,Low,4,Cat_6
895,461999,Male,No,27,Yes,Doctor,0,Low,5,Cat_6
896,462007,Female,Yes,42,Yes,Artist,1,Average,2,Cat_6
897,462011,Male,Yes,30,No,Marketing,0,Low,4,Cat_4
898,462013,Female,Yes,56,Yes,Executive,0,Average,2,Cat_6
899,462015,Male,Yes,28,Yes,Entertainment,0,Average,2,Cat_6
900,462016,Female,Yes,38,Yes,Artist,6,Average,2,Cat_6
901,462017,Male,No,26,Yes,Entertainment,9,Low,1,Cat_2
902,462027,Male,No,36,No,Engineer,0,Low,1,Cat_6
903,462029,Male,No,56,No,Entertainment,0,Low,1,Cat_6
904,462033,Male,No,26,Yes,Entertainment,0,Low,1,Cat_6
905,462038,Male,No,28,Yes,Artist,4,Low,4,Cat_6
906,462043,Male,No,32,No,Healthcare,0,Low,5,Cat_6
907,462044,Female,No,52,Yes,Artist,4,Low,1,Cat_6
908,462048,Female,No,23,No,Healthcare,0,Low,4,Cat_6
909,462051,Male,No,23,No,Healthcare,2,Low,5,Cat_4
910,462052,Male,Yes,50,Yes,Artist,0,Low,2,Cat_6
911,462053,Male,Yes,26,Yes,Artist,2,Low,2,Cat_6
912,462058,Male,Yes,40,Yes,Entertainment,8,Low,2,Cat_6
913,462060,Female,Yes,53,Yes,Artist,1,Average,2,Cat_6
914,462064,Male,Yes,63,Yes,Artist,0,Average,3,Cat_7
915,462068,Male,Yes,62,Yes,Executive,0,High,3,Cat_6
916,462075,Female,No,38,Yes,Artist,1,Low,1,Cat_6
917,462078,Female,Yes,57,No,Artist,1,Average,2,Cat_2
918,462080,Female,No,43,Yes,Artist,9,Low,1,Cat_6
919,462081,Male,No,21,No,Marketing,1,Low,3,Cat_4
920,462083,Male,No,22,No,Healthcare,0,Low,5,Cat_6
921,462084,Male,Yes,68,Yes,Artist,1,Low,1,Cat_6
922,462085,Female,No,28,Yes,Healthcare,0,Low,1,Cat_6
923,462088,Male,Yes,33,Yes,Artist,0,Average,2,Cat_6
924,462090,Female,No,38,Yes,Artist,8,Low,1,Cat_6
925,462091,Male,No,23,No,Healthcare,0,Low,5,Cat_4
926,462094,Female,No,41,Yes,Healthcare,2,Low,1,Cat_6
927,462096,Female,No,41,Yes,Homemaker,2,Low,1,Cat_4
928,462102,Female,No,39,Yes,Doctor,4,Low,1,Cat_6
929,462103,Female,Yes,49,No,Entertainment,9,High,2,Cat_6
930,462108,Female,Yes,33,Yes,Homemaker,2,Average,2,Cat_6
931,462109,Male,Yes,79,No,Lawyer,0,Low,1,Cat_6
932,462111,Male,Yes,38,Yes,Artist,6,Average,4,Cat_6
933,462114,Male,No,21,No,Healthcare,1,Low,4,Cat_6
934,462116,Female,Yes,68,Yes,Doctor,0,Average,2,Cat_6
935,462118,Male,No,31,Yes,Artist,0,Low,3,Cat_6
936,462120,Male,Yes,46,No,Artist,1,Low,3,Cat_3
937,462128,Male,Yes,35,Yes,Artist,9,Average,2,Cat_6
938,462131,Female,No,42,Yes,Artist,8,Low,3,Cat_2
939,462134,Male,Yes,87,No,Lawyer,0,Low,1,
940,462141,Female,No,38,Yes,Artist,8,Low,1,Cat_6
941,462149,Female,Yes,88,No,Lawyer,2,High,1,Cat_6
942,462151,Female,No,42,Yes,Artist,9,Low,1,Cat_6
943,462163,Female,Yes,26,Yes,Artist,4,Average,2,Cat_3
944,462168,Male,Yes,35,Yes,Executive,0,High,3,Cat_6
945,462171,Female,Yes,41,No,Engineer,3,High,2,Cat_6
946,462172,Male,Yes,37,Yes,Doctor,1,Average,2,Cat_1
947,462174,Female,Yes,41,Yes,Engineer,8,Average,4,Cat_4
948,462177,Male,No,35,Yes,Artist,6,Low,5,Cat_2
949,462179,Female,No,33,Yes,Marketing,0,Low,9,Cat_7
950,462180,Female,Yes,61,Yes,Engineer,2,Average,4,Cat_2
951,462186,Female,No,19,No,Doctor,1,Low,3,Cat_1
952,462187,Female,No,50,Yes,Artist,4,Low,1,Cat_6
953,462188,Female,Yes,48,No,Engineer,0,Average,4,Cat_4
954,462196,Male,Yes,57,No,Marketing,1,Average,3,Cat_4
955,462197,Female,Yes,72,No,Engineer,1,Average,3,Cat_4
956,462198,Female,No,39,No,Engineer,4,Low,2,Cat_3
957,462200,Female,Yes,49,Yes,Doctor,0,Low,3,Cat_4
958,462202,Female,No,41,Yes,Entertainment,0,Low,4,Cat_4
959,462203,Male,Yes,65,No,Executive,2,High,7,Cat_4
960,462204,Female,No,22,No,Marketing,0,Low,3,Cat_4
961,462205,Female,No,23,No,Healthcare,0,Low,4,Cat_4
962,462209,Female,Yes,41,No,Artist,0,Low,1,Cat_4
963,462210,Female,Yes,42,Yes,Engineer,0,Low,3,Cat_4
964,462211,Male,No,18,No,Healthcare,0,Low,3,Cat_4
965,462214,Male,Yes,49,No,Doctor,1,Low,2,Cat_4
966,462216,Female,Yes,40,No,Doctor,0,Low,2,Cat_4
967,462218,Male,Yes,50,No,Executive,1,Average,5,Cat_4
968,462220,Female,No,19,No,Healthcare,6,Low,3,Cat_4
969,462222,Male,No,22,No,Healthcare,0,Low,6,Cat_4
970,462229,Male,No,23,No,Student,1,Low,8,Cat_4
971,462231,Male,No,27,Yes,Artist,4,Low,6,Cat_4
972,462232,Male,Yes,55,No,Executive,0,High,8,Cat_4
973,462234,Male,Yes,32,No,No_Information,1,Average,6,Cat_4
974,462238,Male,Yes,57,No,Entertainment,2,Low,2,Cat_3
975,462240,Male,Yes,80,No,Lawyer,0,High,2,Cat_6
976,462243,Male,Yes,43,No,Executive,0,Low,4,Cat_6
977,462246,Female,Yes,79,No,Lawyer,1,High,2,Cat_6
978,462249,Male,No,25,No,Entertainment,1,Low,3,Cat_6
979,462256,Female,Yes,58,Yes,Homemaker,0,Average,4,Cat_6
980,462257,Female,Yes,78,Yes,Lawyer,2,High,2,Cat_6
981,462260,Male,Yes,76,Yes,Lawyer,1,Low,2,Cat_6
982,462262,Male,No,27,No,Healthcare,1,Low,3,
983,462274,Male,Yes,47,Yes,Artist,1,Average,3,Cat_6
984,462275,Male,Yes,43,Yes,Artist,1,Average,2,Cat_6
985,462278,Male,No,31,Yes,Healthcare,1,Low,4,Cat_6
986,462279,Male,No,27,No,Healthcare,0,Low,7,Cat_6
987,462280,Male,No,31,Yes,Healthcare,0,Low,4,Cat_6
988,462281,Male,Yes,46,Yes,Artist,1,Low,2,Cat_6
989,462284,Male,Yes,48,Yes,Executive,1,Average,4,Cat_6
990,462285,Male,Yes,51,Yes,Doctor,2,Low,2,
991,462286,Male,Yes,57,No,Doctor,0,Average,2,Cat_6
992,462290,Female,No,30,Yes,Doctor,0,Low,1,Cat_6
993,462291,Female,No,37,Yes,Marketing,2,Low,3,Cat_6
994,462297,Female,No,31,Yes,Artist,14,Low,2,Cat_6
995,462300,Male,Yes,49,Yes,Artist,1,Average,3,Cat_6
996,462304,Male,Yes,56,Yes,Artist,1,Low,4,Cat_4
997,462306,Male,Yes,83,No,Lawyer,8,High,2,Cat_6
998,462309,Male,No,32,Yes,Healthcare,2,Low,1,Cat_6
999,462310,Male,Yes,63,Yes,Artist,5,Average,4,Cat_6
1000,462323,Female,Yes,71,Yes,Doctor,1,Average,2,Cat_6
1001,462336,Male,Yes,50,No,Artist,0,Low,4,Cat_6
1002,462339,Male,No,31,Yes,Artist,4,Low,5,Cat_6
1003,462340,Male,Yes,60,No,Entertainment,0,Average,6,Cat_6
1004,462342,Female,Yes,71,Yes,Lawyer,8,High,2,Cat_6
1005,462345,Male,Yes,49,Yes,Doctor,0,Average,6,Cat_4
1006,462346,Male,Yes,74,Yes,Lawyer,9,Low,1,Cat_6
1007,462349,Male,Yes,51,Yes,Artist,1,Average,6,Cat_6
1008,462355,Male,Yes,61,No,Entertainment,0,Low,2,Cat_6
1009,462356,Male,No,46,Yes,Engineer,0,Low,3,Cat_6
1010,462358,Male,Yes,39,No,Doctor,2,Average,2,Cat_6
1011,462365,Male,Yes,85,Yes,Lawyer,1,High,2,Cat_6
1012,462368,Female,Yes,31,Yes,Artist,1,Average,2,Cat_6
1013,462370,Male,Yes,39,Yes,Executive,4,High,3,Cat_6
1014,462381,Female,Yes,48,No,Doctor,1,High,2,Cat_6
1015,462382,Male,Yes,71,Yes,Lawyer,0,High,2,Cat_6
1016,462384,Female,No,31,Yes,Healthcare,2,Low,1,Cat_7
1017,462386,Female,No,32,Yes,Healthcare,0,Low,5,Cat_6
1018,462389,Female,Yes,55,No,Engineer,0,Low,1,Cat_6
1019,462395,Male,Yes,46,Yes,Artist,0,High,2,Cat_6
1020,462396,Male,Yes,53,Yes,Doctor,2,Average,2,Cat_6
1021,462397,Male,Yes,50,Yes,Artist,0,Average,4,Cat_6
1022,462400,Male,No,45,Yes,Artist,1,Low,1,Cat_6
1023,462401,Male,Yes,33,No,Executive,1,Average,2,Cat_4
1024,462409,Female,Yes,29,No,Engineer,5,Low,2,Cat_6
1025,462411,Male,No,35,Yes,Artist,8,Low,1,Cat_6
1026,462415,Male,No,25,No,Doctor,1,Low,1,Cat_6
1027,462420,Male,No,26,Yes,Healthcare,0,Low,3,Cat_6
1028,462421,Male,No,48,Yes,Artist,1,Low,2,Cat_6
1029,462423,Male,Yes,66,No,Lawyer,0,High,3,Cat_6
1030,462424,Female,Yes,38,No,Artist,0,Low,3,Cat_6
1031,462428,Male,Yes,65,Yes,Entertainment,2,Average,3,Cat_6
1032,462429,Male,Yes,87,No,Lawyer,1,Low,1,Cat_6
1033,462445,Male,No,20,No,Healthcare,1,Low,3,Cat_6
1034,462446,Male,No,19,No,Healthcare,0,Low,4,Cat_6
1035,462447,Male,No,22,No,Healthcare,9,Low,4,Cat_6
1036,462450,Male,No,18,No,Healthcare,0,Low,2,Cat_6
1037,462451,Male,No,18,No,Marketing,1,Low,9,Cat_6
1038,462452,Male,No,19,No,Healthcare,0,Low,2,Cat_4
1039,462454,Male,No,19,No,Healthcare,1,Low,3,Cat_2
1040,462456,Male,No,22,No,Healthcare,0,Low,8,Cat_6
1041,462457,Male,No,31,No,Healthcare,4,Low,4,Cat_6
1042,462463,Male,Yes,63,No,Artist,0,Average,2,Cat_6
1043,462472,Male,No,43,Yes,Artist,1,Low,1,Cat_6
1044,462473,Male,No,73,No,Engineer,0,Low,2,Cat_4
1045,462485,Female,Yes,39,No,Engineer,0,Low,2,Cat_6
1046,462488,Male,No,31,Yes,Healthcare,1,Low,5,Cat_6
1047,462491,Male,No,31,Yes,Artist,0,Low,5,Cat_6
1048,462492,Male,Yes,43,No,Artist,0,Average,4,Cat_2
1049,462496,Male,Yes,52,No,Artist,0,Average,3,Cat_6
1050,462498,Female,Yes,63,Yes,Doctor,0,Average,3,Cat_6
1051,462503,Male,Yes,51,Yes,Executive,1,High,4,Cat_6
1052,462508,Male,Yes,35,Yes,Healthcare,1,Low,7,Cat_4
1053,462512,Female,Yes,32,No,Entertainment,2,Average,2,Cat_4
1054,462517,Female,Yes,39,Yes,Homemaker,9,High,4,Cat_6
1055,462518,Female,No,25,No,Healthcare,1,Low,6,Cat_5
1056,462519,Male,No,20,No,Healthcare,0,Low,5,Cat_4
1057,462521,Female,No,33,No,Homemaker,9,Low,1,Cat_6
1058,462522,Male,Yes,36,No,Executive,0,Average,5,Cat_4
1059,462524,Female,Yes,35,Yes,Doctor,2,Low,2,Cat_6
1060,462525,Female,Yes,42,Yes,Artist,1,Average,2,Cat_6
1061,462526,Female,Yes,52,Yes,Artist,2,Average,5,Cat_6
1062,462529,Female,Yes,42,Yes,Engineer,1,Low,2,Cat_6
1063,462531,Female,Yes,57,No,Homemaker,2,High,2,Cat_6
1064,462533,Female,No,30,Yes,Entertainment,1,Low,3,Cat_6
1065,462538,Female,Yes,73,Yes,Lawyer,1,High,2,Cat_6
1066,462541,Male,Yes,66,Yes,Engineer,3,High,2,Cat_6
1067,462542,Female,Yes,62,Yes,Artist,9,Average,5,Cat_2
1068,462543,Female,Yes,36,Yes,Artist,4,Low,1,Cat_3
1069,462545,Male,No,33,No,Engineer,0,Low,3,Cat_4
1070,462554,Male,No,28,No,Healthcare,0,Low,8,Cat_4
1071,462561,Female,Yes,48,Yes,Artist,3,Average,2,Cat_6
1072,462563,Female,Yes,53,Yes,Artist,1,Average,2,Cat_6
1073,462566,Female,Yes,27,No,Doctor,1,Low,2,Cat_3
1074,462577,Female,Yes,71,No,Marketing,0,High,2,Cat_4
1075,462578,Male,Yes,35,Yes,Artist,9,Average,2,Cat_4
1076,462580,Female,No,41,Yes,Artist,0,Low,1,Cat_4
1077,462584,Female,Yes,39,No,Entertainment,0,Low,4,Cat_4
1078,462587,Female,Yes,79,No,Lawyer,1,High,2,Cat_4
1079,462589,Female,No,29,No,Engineer,9,Low,8,Cat_4
1080,462595,Female,No,33,Yes,Artist,7,Low,7,Cat_4
1081,462596,Female,No,31,No,Healthcare,0,Low,2,Cat_4
1082,462600,Male,Yes,25,No,Engineer,4,Average,3,Cat_4
1083,462607,Female,Maybe,43,No,Engineer,2,Average,3,Cat_4
1084,462609,Female,Yes,52,No,Doctor,4,Low,1,Cat_4
1085,462611,Male,Yes,41,No,Executive,0,High,7,Cat_4
1086,462612,Female,Yes,27,No,Doctor,2,High,6,Cat_4
1087,462613,Female,Yes,39,No,Engineer,1,Average,5,Cat_4
1088,462615,Male,No,32,No,Doctor,3,Low,7,Cat_4
1089,462617,Male,No,19,No,Healthcare,1,Low,5,Cat_4
1090,462619,Male,Maybe,58,No,No_Information,1,High,2,Cat_4
1091,462625,Male,No,30,Yes,Artist,1,Low,3,Cat_4
1092,462626,Female,No,31,Yes,Engineer,0,Low,6,Cat_4
1093,462632,Female,Yes,43,No,Engineer,2,Average,4,Cat_4
1094,462637,Female,Yes,63,No,Marketing,2,Average,6,Cat_4
1095,462643,Female,Yes,37,Yes,Engineer,2,Average,3,Cat_4
1096,462654,Male,Yes,37,No,Artist,0,Average,6,Cat_4
1097,462658,Female,Yes,31,Yes,Homemaker,9,Average,2,
1098,462668,Female,No,38,Yes,Artist,4,Low,1,Cat_6
1099,462669,Female,Yes,41,Yes,Entertainment,2,High,6,Cat_6
1100,462678,Female,Yes,45,Yes,Artist,3,Average,3,Cat_6
1101,462680,Male,Yes,35,Yes,Doctor,2,Average,4,Cat_6
1102,462683,Female,Yes,43,No,Engineer,1,Low,5,Cat_1
1103,462685,Female,No,33,No,Healthcare,2,Low,3,Cat_4
1104,462687,Male,No,26,No,Homemaker,14,Low,3,Cat_3
1105,462692,Female,Yes,39,No,Artist,2,Average,2,Cat_6
1106,462696,Male,Yes,49,No,Artist,1,High,2,Cat_6
1107,462697,Male,Maybe,47,No,StayHome,0,Average,2,Cat_6
1108,462702,Male,Yes,53,No,Entertainment,1,Average,4,Cat_4
1109,462704,Male,Yes,52,Yes,Executive,5,High,5,Cat_6
1110,462705,Female,Yes,66,No,Lawyer,0,Average,2,Cat_6
1111,462716,Male,No,26,No,Entertainment,6,Low,2,Cat_4
1112,462720,Male,Yes,38,Yes,Marketing,2,Low,5,Cat_6
1113,462722,Female,No,25,No,Homemaker,2,Low,4,Cat_6
1114,462723,Female,Yes,53,No,Artist,8,Average,2,Cat_6
1115,462727,Female,Yes,87,No,Lawyer,0,High,2,Cat_6
1116,462729,Male,No,28,No,Healthcare,1,Low,2,Cat_6
1117,462731,Female,Yes,37,Yes,Artist,7,High,3,Cat_6
1118,462732,Female,Yes,42,Yes,Artist,2,Low,1,Cat_6
1119,462735,Female,Yes,25,No,Artist,1,Average,2,Cat_1
1120,462736,Female,Yes,33,No,Engineer,6,Low,3,Cat_6
1121,462738,Female,No,33,Yes,Healthcare,2,Low,3,Cat_2
1122,462739,Male,Yes,46,Yes,Artist,1,Low,2,Cat_6
1123,462743,Male,No,33,No,Healthcare,2,Low,4,Cat_3
1124,462746,Male,No,26,No,Entertainment,1,Low,3,Cat_6
1125,462747,Male,No,32,No,Doctor,6,Low,4,Cat_6
1126,462752,Female,No,25,No,Healthcare,2,Low,1,Cat_6
1127,462755,Female,No,18,No,Healthcare,1,Low,2,Cat_6
1128,462756,Female,No,22,No,Engineer,0,Low,4,Cat_6
1129,462761,Male,No,19,No,Healthcare,2,Low,4,Cat_6
1130,462762,Male,Yes,46,Yes,Artist,0,High,4,Cat_6
1131,462767,Male,No,19,No,Healthcare,4,Low,4,Cat_6
1132,462768,Male,Yes,45,Yes,Artist,0,Average,3,Cat_6
1133,462776,Female,Yes,52,Yes,Engineer,1,Average,3,Cat_6
1134,462785,Female,Yes,42,Yes,Engineer,2,Average,5,Cat_3
1135,462788,Male,Yes,47,No,Entertainment,1,Average,3,Cat_3
1136,462792,Male,Yes,45,No,Homemaker,2,Average,4,Cat_6
1137,462799,Male,No,32,No,Healthcare,2,Low,2,Cat_5
1138,462804,Male,Yes,41,No,Executive,5,High,3,Cat_4
1139,462807,Female,No,28,Yes,Homemaker,2,Low,1,Cat_6
1140,462810,Male,Yes,37,No,Executive,9,High,4,Cat_6
1141,462814,Female,Yes,20,No,Engineer,8,Average,2,Cat_5
1142,462817,Female,Yes,73,Yes,Lawyer,3,Low,1,Cat_6
1143,462819,Male,Yes,51,Yes,Artist,0,Average,3,Cat_6
1144,462823,Male,Yes,18,Yes,Engineer,2,Average,4,Cat_6
1145,462824,Male,Yes,42,No,Engineer,1,Average,3,Cat_4
1146,462826,Male,No,20,No,Healthcare,1,Low,3,Cat_3
1147,462827,Female,No,23,No,Doctor,0,Low,3,Cat_3
1148,462834,Male,Yes,31,Yes,Homemaker,2,Low,2,Cat_1
1149,462838,Female,Yes,33,Yes,Homemaker,1,Low,3,Cat_5
1150,462841,Male,No,21,No,Healthcare,9,Low,6,Cat_6
1151,462845,Male,Yes,51,Yes,Doctor,5,Average,7,Cat_6
1152,462849,Male,Yes,47,Yes,Artist,0,Average,4,Cat_6
1153,462850,Male,No,20,No,Healthcare,0,Low,4,Cat_6
1154,462853,Male,No,21,No,Healthcare,0,Low,2,Cat_6
1155,462854,Male,No,22,No,Healthcare,1,Low,3,Cat_6
1156,462858,Female,No,32,Yes,Engineer,9,Low,4,Cat_6
1157,462861,Female,No,30,Yes,Healthcare,8,Low,1,Cat_6
1158,462866,Male,Yes,61,Yes,Doctor,1,Low,1,Cat_6
1159,462868,Male,Yes,43,No,Entertainment,0,Average,4,Cat_4
1160,462869,Male,No,25,Yes,Doctor,8,Low,1,Cat_6
1161,462871,Male,Yes,46,No,Entertainment,0,Average,3,Cat_6
1162,462872,Female,Yes,53,No,Engineer,12,Low,2,Cat_3
1163,462874,Male,Yes,55,Yes,Doctor,0,High,2,Cat_6
1164,462887,Female,Yes,42,No,Engineer,0,Low,3,Cat_6
1165,462890,Female,No,26,Yes,Marketing,11,Low,1,Cat_6
1166,462891,Male,No,29,No,Healthcare,0,Low,3,Cat_6
1167,462894,Male,Yes,39,Yes,Artist,4,Average,4,Cat_3
1168,462900,Male,Yes,38,Yes,Artist,1,Average,3,Cat_6
1169,462903,Male,Yes,69,Yes,Entertainment,2,Average,2,Cat_6
1170,462905,Female,No,25,No,Artist,6,Low,3,Cat_6
1171,462914,Female,No,26,Yes,Artist,4,Low,4,Cat_6
1172,462920,Male,Yes,51,No,Executive,0,High,5,Cat_6
1173,462923,Male,Yes,30,No,Homemaker,8,Average,2,Cat_6
1174,462925,Female,Yes,28,No,Homemaker,2,Average,2,Cat_3
1175,462927,Female,No,33,No,Homemaker,8,Low,2,Cat_6
1176,462936,Female,No,41,Yes,Engineer,2,Low,1,Cat_6
1177,462941,Male,No,71,No,Lawyer,2,Low,2,Cat_6
1178,462944,Male,Yes,42,Yes,Executive,5,High,3,Cat_6
1179,462951,Male,Yes,71,Yes,Lawyer,2,Low,1,Cat_6
1180,462956,Male,Yes,35,No,Artist,6,Average,5,Cat_6
1181,462958,Male,No,28,No,Marketing,0,Low,5,Cat_6
1182,462963,Male,Yes,31,Yes,Artist,1,Average,2,Cat_3
1183,462966,Male,Yes,43,Yes,Artist,2,Average,3,Cat_6
1184,462968,Female,Yes,77,No,Lawyer,0,High,2,Cat_6
1185,462971,Female,Yes,71,Yes,Engineer,0,Low,1,Cat_6
1186,462976,Female,Yes,47,Yes,Engineer,0,Average,2,Cat_6
1187,462981,Female,No,26,No,Homemaker,9,Low,1,Cat_6
1188,462982,Male,Yes,40,No,Doctor,4,Average,4,Cat_6
1189,462983,Female,Yes,72,Yes,Lawyer,0,High,2,Cat_6
1190,462984,Female,Yes,73,Yes,Artist,1,High,2,Cat_6
1191,462986,Male,No,26,Yes,Healthcare,1,Low,6,Cat_3
1192,462992,Female,Yes,57,Yes,Engineer,2,High,3,Cat_3
1193,462993,Male,Yes,30,No,Artist,2,Average,3,Cat_6
1194,462994,Female,Yes,36,No,Artist,2,Average,3,Cat_6
1195,462998,Male,Yes,52,No,Entertainment,10,Average,4,Cat_6
1196,463003,Male,Yes,42,Yes,Artist,3,Average,2,Cat_6
1197,463012,Male,Yes,52,No,Engineer,2,Low,1,Cat_6
1198,463020,Male,Yes,28,Yes,Artist,0,Average,3,Cat_1
1199,463023,Female,Yes,43,No,Homemaker,7,Low,1,Cat_6
1200,463024,Male,No,43,Yes,Artist,2,Low,1,Cat_6
1201,463028,Male,No,25,No,Doctor,0,Low,4,Cat_6
1202,463030,Male,Yes,52,Yes,Executive,1,High,3,Cat_6
1203,463034,Female,No,28,Yes,Homemaker,9,Low,1,Cat_6
1204,463037,Male,Yes,56,Yes,Entertainment,0,Average,4,Cat_6
1205,463039,Male,Yes,38,No,Executive,12,High,7,Cat_6
1206,463040,Male,Yes,83,No,Lawyer,1,High,2,Cat_6
1207,463044,Male,Yes,82,Yes,Lawyer,2,High,2,Cat_6
1208,463047,Male,Yes,32,Yes,Homemaker,8,Low,2,Cat_6
1209,463051,Female,No,35,Yes,Homemaker,12,Low,1,Cat_6
1210,463052,Male,Yes,40,Yes,Marketing,0,Low,2,Cat_6
1211,463058,Female,No,25,Yes,Homemaker,13,Low,1,
1212,463062,Female,Yes,39,Yes,Artist,2,Average,3,Cat_6
1213,463069,Male,No,25,Yes,Artist,7,Low,1,Cat_6
1214,463075,Male,Yes,52,Yes,Artist,0,Low,4,Cat_6
